,pmcid,HasRestingState,annotator_name,Exclude,Modality,TaskName,TaskDescription,Condition,ContrastDefinition
7235961,7235961,False,delavega_nv,,['fMRI-BOLD'],['Pain empathy task'],"['During the pain empathy task, participants received a cue (2\xa0s) if the electrical shock was directed at themselves (arrow pointing left, self-directed trial;  ) or at another participant (arrow pointing right, other-directed trial;  ). Additionally, the color of the arrow informed the participant about the upcoming stimulation intensity (red, painful; green, non-painful). The other participant was a member of the experimental team and actually never received any shocks. After a brief delay jittered between 2 and 5\xa0s (mean\u2009=\u20093.5\xa0s), participants saw a photo of the shock recipient on the screen (1\xa0s; self-directed trial: scrambled photo of themselves; other-directed trial: photo of the confederate with painful/neutral facial expression), and a brief electrical shock (500\xa0ms) was delivered (during self-directed trials only). This was followed by a fixation period ranging from 3 to 7\xa0s (mean\u2009=\u20095\xa0s) and affect ratings (6\xa0s) which were collected during one-third of the trials (self-directed pain ratings: ‘How painful was this stimulus for you?’, other-directed affect ratings: ‘How painful was this stimulus for the other person?’, and ‘How unpleasant did it feel when the other person was stimulated?’). Trials were separated with a short fixation period (2\xa0s). In total, participants completed 15 trials per condition (i.e. self-directed painful, self-directed non-painful, other-directed painful, other-directed non-painful). The task was programmed and presented with Cogent (version 1.32,   www.vislab.ucl.ac.uk/cogent.php  ) and lasted for approx. 16\xa0min. \n\nStimulation intensities during self-directed trials were set to individually calibrated stimulation intensities related to pain ratings of 1 (i.e. non-painful trial) and 7 (i.e. painful trial) throughout the task. The average stimulation intensities were 0.15\u2009±\u20090.14\xa0mA (mean\u2009±\u2009SEM; pain intensity rating of 1) and 0.74\u2009±\u20090.6\xa0mA (pain intensity rating of 7) during non-painful and painful trials, respectively. \n']","['self pain', 'self no pain', 'other pain', 'other no pain']","['self pain > self no pain', 'other pain > other no pain']"
7377905,7377905,False,delavega-aliceoverlap,,['fMRI-BOLD'],['social perceptual decision task'],"['On each trial, subjects made a group decision about a visual stimulus with one of four partners. Subjects were told that the partners were created by replaying the responses of four people performing the perceptual task on a separate day but, in reality, the partners were simulated. First, subjects judged whether a field of dots was moving left or right. Next, after being informed about the identity of their partner on the current trial, subjects were asked to report their confidence in the perceptual judgement – an estimate which would enter into the group decision. Subjects were then shown the current partner’s response for that trial. Finally, implementing a common group decision rule ( ), the individual decision made with higher confidence was automatically selected as the group decision, after which feedback about its accuracy was delivered. Subjects were incentivised to help each group achieve as many correct group decisions as possible but, by design, could only affect group decisions through their confidence reports. ']",,"['context screen', 'coherence', 'quadratic coherence', 'context', 'quadratic context']"
7426775,7426775,False,delavega-aliceoverlap,,['StructuralMRI'],[],,,
7562935,7562935,False,delavega_nv,,['fMRI-BOLD'],['Attitude conformity fMRI task '],"['Participants completed the Attitude Conformity task during fMRI. On each trial, participants first viewed a behavior they previously rated (but were not reminded of their original ratings) (2 s). Following a jittered inter-stimulus interval (  M   = 2 s), participants were then shown their parents’ and peers’ ratings on each behavior and instructed to choose which person they agreed with most (maximum of 5 s). Participants pressed the left index finger when they agreed with their parent or right index finger when they agreed with their peer. Participants’ choices were self-paced, such that the task advanced to the next behavior upon participant response. Behaviors were presented in random order and were separated by jittered inter-trial fixation periods (  M   = 2 s). Conformity was operationalized as choosing the person whose rating conflicted with the adolescent’s original rating, whereas resistance was operationalized as choosing the person whose rating was the same as the adolescent’s original rating (described below). \n\nIn order to examine decisions to conform in the face of conflicting attitudes, we tailored the task to each participant based on their ratings assessed during the behavioral session. Although we collected the parents’ actual ratings during the behavioral session, and ostensibly collected peers’ ratings, such ratings were not used as we carefully manipulated the ratings to fall within the attitude conflict and social influence conditions described below. Of the 200 behaviors that participants originally rated at the behavioral session, 120 behaviors were selected for the fMRI task based on two criteria. First, the participant’s rating for a behavior needed to fall between minimum and maximum plausible ratings determined for each behavior based on pilot data, thereby maximizing ecological validity and checking for deviant responding (e.g., rating “cheating on a test” as 10=very good was outside the range of plausibility). Second, given that extreme ratings may be less likely to change ( ), the participant’s rating for a behavior could not fall at the extremes of the scale (i.e., 1 or 10), ensuring that their parents’ and peers’ ratings could be manipulated to be below, above, or centered at participants’ original ratings. Thus, the strength of participants’ original ratings was relatively moderate across the subset of behaviors included in the fMRI task, with a balanced distribution across constructive and unconstructive behaviors. \n']","['Parent Conflict', 'Peer Conflict', 'Mutual Conflict', 'unconstructive', 'constructive', 'negative influence', 'positive influence', 'Parent Conflict', 'Peer Conflict']","['Unconstructive Peer Conflict > Constructive Peer Conflict', 'Negative Influence > Positive Influence', 'Peer Conformity > Parent Conformity']"
7582181,7582181,False,delavega-aliceoverlap,,['StructuralMRI'],[],,,
7649291,7649291,False,delavega-other,,['fMRI-BOLD'],"['fine motor learning task', 'gross motor comparison task']","['The fine motor learning task involved accurate, rapid tracing of randomize trail mazes, with performance scores incorporating distance and error-rate. All scans were 6 min long with seven on-blocks of 24 s each during which a unique trail was displayed. These on blocks were interleaved with jittered rest blocks averaging 24 s. Each scan began and ended with a rest block. The trails were designed to be too complex to be completed in a single 24 s block. The gross motor training task followed the same block structure and visual display as the fine motor task, but simply had the participants move the mouse at random, with no accuracy metrics. ']",,['task vs. rest']
7689031,7689031,False,delavega_nv,,['fMRI-BOLD'],['Regulation of Craving (ROC) Task'],"['Participants were trained to decrease their desire to consume personally-desired (for task purposes these are referred to as “craved” foods) foods using cognitive reappraisal ( ;  ). Participants viewed unhealthy craved foods (“Craved” condition), unhealthy not-craved foods (“Not Craved” condition), or healthy vegetables (“Neutral” condition). For unhealthy craved foods, participants either actively viewed the foods (“Look” condition) or reappraised their craving for them (“Regulate” condition). On “Look” trials, participants imagined how they would interact with the food if it were in front of them. On “Regulate” trials, participants reappraised the foods by focusing on the short- or long-term negative health consequences associated with consumption (e.g., stomach aches, weight gain, cavities, etc.). Participants generated several negative health consequences with the help of the experimenter, to ensure they had multiple reappraisals they could use during the task. To minimize demand characteristics (e.g., reduced craving ratings on regulate trials), participants were reassured they were not expected to be able to regulate well on every trial and were told that it was important to rate their cravings honestly. Neutral stimuli were only viewed under “Look” instructions, and are not used in the present analyses. To keep task time to a minimum, only craved foods were viewed under “Regulate” instructions. \n\nTo maximize craving, participants selected their most craved and least craved food from the following menu of unhealthy food categories for the “Crave” and “Not Craved” conditions respectively: chocolate, cookies, donuts, French fries, ice cream, pasta, pizza. Stimuli were independently rated for desirability, such that the mean desirability of stimuli within each unhealthy food category did not differ significantly across categories ( ). As such, each participant viewed a set of individually adapted unhealthy food stimulus categories; across all participants, the only domain on which the “Craved” and “Not Craved” conditions differed was with regard to individual food preferences. Each condition (Look Neutral, Look Craved, Look Not Craved, and Regulate Craved) had 20 trials, presented across two task runs. On each trial (see  ), participants are presented with an instruction (2 s; Look or Regulate), viewed a food image while following the instruction (5 s), and rated their craving for the food on a 5-point Likert scale (4 s; 1 = not at all, 5 = very much). Each 11s trial of this event-related design was followed by a jittered fixation cross (  M   = 1 s) and trial order is optimized using a genetic algorithm ( ). Stimuli were presented using Psychtoolbox 3 ( ), and participants responded using a five-button box. ']","['Craved', 'Not Craved', 'Neutral', 'Look', 'Regulate']","['Look Craved > Look Not Craved', 'Regulate Crave > Look Crave']"
7836234,7836234,False,delavega_nv,,['fMRI-BOLD'],['Face-word Stroop task'],"['The task comprised face-word stimuli consisting of male and female faces [Glasgow Face Database,  ], overlaid by the words “man” or “woman” (in German language). These words could be either congruent or incongruent with the sex of the face ( A). The paradigm consisted of the 120 faces (60 males and 60 females) previously presented in the familiarization task. Faces were displayed for 1500\xa0ms in the center of a white screen. We used an event-related design in order to identify separate trial-related Blood-oxygen-level-dependent (BOLD) responses. Trial onsets randomly varied with a pseudo-exponentially distributed SOA of 5000\xa0ms (75%), 7500\xa0ms (17%) and 10,000\xa0ms (8%). The words were displayed in red ink superimposed on the faces. Both trial types were presented in a randomized order and occurred with a probability of 50%. Subjects were randomly assigned to one of two stimulus sets. Stimuli that were congruent in one group of subjects were incongruent in the other group. Subjects had to indicate whether a face was male or female by pressing the left or right mouse button (button assignments were counterbalanced across participants in each group). Throughout the entire paradigm, a black fixation dot was displayed in the middle of the face (and right below the word) to ensure accurate fixation.   ']","['congruent', 'incongruent']","['group x congruency', 'main effect of congruency (incongruent > congruent trials)', 'interaction (group x congruency)', 'recollected with high confidence vs. not recollected with high confidence', '“congruency” x “memory” interaction', 'main effect of memory']"
7859438,7859438,False,delavega_nv,,['fMRI-BOLD'],['n/a'],"['It measures predominantly memory encoding, but also perception and attention in both the auditory and visual domains within 10 min of fMRI acquisition time using simple instructions. To our knowledge, memory-encoding paradigms so far presented stimuli of one sensory condition or did face–name associative memory tasks (Sperling,  ; Barch et al.,  ; Nenert et al.,  ; Sidhu et al.,  ; Hayes et al.,  ) within a similar time frame. We optimized our task to allow mapping of a versatile number of contrasts that are relatively straightforward to interpret. To enable the separation of sensory-specific and sensory-unspecific activities (Wheeler et al.,  ; Daselaar et al.,  ; Langner et al.,  ), we used two sensory modalities, auditory and visual. Twenty-five percent of the total time consisted of passive rest blocks as baseline/rest condition (Gusnard and Raichle,  ). Each sensory condition contained two distinct sub-conditions to cover a wide range of information on visual and auditory system activations as well as joined activation for sensory-unspecific functions like overall memory. Within the visual condition, we chose to present faces and spatial scenes, motivated by work on face-selective and scene-selective brain regions (Kanwisher et al.,  ; Epstein and Kanwisher,  ; Gazzaley et al.,  ; Collins and Dickerson,  ). Further, those stimuli seemed to show differences in age-related reductions in neural dedifferentiation, which makes them interesting for longitudinal studies ']","['parallel', 'isolated', 'rest', 'auditory', 'visual', 'environmental sounds', 'vocal sounds', 'scene images', 'face images']","['auditory and visual blocks (c1)', '(c2) environmental sounds vs. vocal sounds masked by auditory activity greater than visual activity', '(c3) face images vs. scene images masked by visual activity greater than auditory activit', 'c4) all (visual and auditory) hits vs. all misses (sensory-unspecific ESA)', 'c5) auditory hits vs. auditory misses (auditory ESA)', '(c6) visual hits vs. visual misses', 'c7) auditory blocks vs. rest', 'c8) isolated auditory events vs. rest', '(c9) visual blocks vs. rest', '(c10) isolated visual events vs. rest.']"
7913329,7913329,False,delavega-other,,['fMRI-BOLD'],"['monetary incentive delay task (MIDT)', 'Monetary incentive delay task (MIDT)']","['a bet (a dollar, a cent, or no money, randomly intermixed) appeared on the screen at the beginning of each trial. After a randomized fore-period between 1 and 5\xa0s (uniform distribution), a target box was shown for a short period (response window, see below). Subjects were told to press a button as quickly as possible to collect the money (win) before the target box disappeared. An accurate trial was defined by a button press before disappearance of the target box. Otherwise, subjects would lose the bet, with the amount deducted from the total win. A premature button press prior to the appearance of the target box terminated the trial, and similarly resulted in loss. Feedback was shown on the screen after each trial to indicate the amount of money won or lost. Approximately 42% of all trials were dollar trials, 42% were cent trials, and “no money” constituted the remaining trials. The inter-trial-interval was 1.5\xa0s. The response window started at 300\xa0ms, and was stair-cased for each trial type (dollar/cent/no money) separately; for instance, if the subject succeeded at two successive dollar trials, the window decreased by 30\xa0ms, making it more difficult to win again; conversely, if a subject failed for two successive trials, the response window increased by 30\xa0ms, making it easier to win. We anticipated that the subjects would win in approximately 67% each for dollar and cent trials. Each subject completed two 10-min runs of the task. Across subjects, there were 184\u2009±\u20094 (mean\u2009±\u2009SD) trials in a study']",,"['win dollar vs. nil, cent vs. nil and dollar vs. cent in men and women', 'covariance analysis with age and RT differences as covariates', 'dollar win vs. nil, cent win vs. nil, dollar vs. cent win, dollar loss vs. nil, cent loss vs. nil, and dollar vs. cent loss in men and women combined', 'compare men and women with age and RT differences as covariates for each of these contrasts', 'anticipation of dollar vs. nil, cent vs. nil, and dollar vs. cent varied with individual differences in SR and SP.', 'regional responses to feedbacks varied with individual differences in SR and SP.', 'slope tests [ ] on the six individual clusters with regional activities in correlation with the SR or SP score in men or women alone']"
8104963,8104963,False,delavega_nv,,['fMRI-BOLD'],['n/a'],"['The main experimental session was organized in three blocks. In the first block, participants saw a fixation cross (1 s) followed by one video (3 s) and were asked to estimate the amount of pain experienced by the person in the video, by moving a randomly-presented rectangular cursor on a Visual Analogue Scale (VAS) ranging from ‘no pain at all’ (corresponding to value 1) to ‘the worst pain imaginable’ (corresponding to value 10). Following the rating (7 s), participants were exposed to two simultaneous feedbacks (3 s) that represented the judgement of the   Target   of the video and the average judgement of 20 emergency doctors that previously rated the same video-clips. These two feedbacks were displayed by cursors similar to that of the participant but of different colors (color codes were randomized across participants). Each kind of feedback was independent and orthogonal as respect to the other and described pain levels, which could be higher, equal or lower, compared to the participant. This led to a 3 × 3 design, with nine different conditions. Feedbacks were located on the scale according to a normal distribution with mean\xa0+2.2, 0 and −2.2 scale points for values higher, equal and lower ratings respectively, and\xa0±0.5 as standard deviation that helped in providing an effect of variability consistent with that of a human judgement. In case the feedbacks had to appear out of the physical limit of the scale, they were instead displayed at the further extremity within the scale. Each video appeared just once (total number\xa0=\xa044) and was randomly assigned to one of the nine conditions. This led to eight conditions associated with five videos, and one condition associated with four videos (5  *  8\xa0+\xa04\xa0  =  \xa044). The association between conditions and videos was different for each subject, thus preventing the presence of one condition systematically associated with less videos. ']",,
8107785,8107785,False,delavega_nv,,['fMRI-BOLD'],"['Empathy for Pain Paradigm', 'Touch Paradigm']","['In this task, short-lasting (500\xa0ms) and individually calibrated painful or nonpainful electrical stimulation was delivered to participants, or to another person (a confederate of the experimenters). Trials were structured as follows: First, an arrow (2000\xa0ms) indicated the   target   (self vs. other) of the upcoming stimulus. The intensity of the upcoming stimulus was indicated by the color of this arrow (red: painful vs. green: nonpainful). After a jittered blank screen (3500\u2009±\u20091500\xa0ms), the electrical stimulus (500\xa0ms) was delivered during simultaneous presentation of another visual delivery stimulus (1000\xa0ms). The latter consisted of a picture of the confederate’s face, shown with either a painful or a neutral expression, or, in case of self-directed stimulation, scrambled versions of these pictures were shown to control for visual stimulation. Depending on the stimulus category, these pictures were accompanied by either a red (painful) or green (nonpainful) flash in the lower right corner of the picture. The delivery cue was followed by a fixation cross (5000\u2009±\u20092500\xa0ms), and an optional rating (self-directed: one rating question; other-directed: two rating questions; 6000-ms answering time per each question). After self-directed stimulation, participants rated their own pain (self-directed pain ratings), using the question “How painful was this stimulus for you?” on a seven-point rating scale ranging from “not at all” to “extremely painful.” After other-directed stimulation, participants rated the other person’s pain (other-directed pain ratings; “How painful was this stimulus for the other person?” answered using the same seven-point rating scale as for the self-directed pain ratings), as well as their own unpleasantness during other-directed stimulation (unpleasantness ratings; “How unpleasant did it feel when the other person was stimulated?”; seven-point scale, from “not at all” to “extremely unpleasant”). Ratings were collected in about one third of the trials in a pseudorandomized fashion. Between trials, a fixation cross (2000\xa0ms) was presented. In sum, 15 trials per condition (i.e., self-directed pain/no pain; other-directed pain/no pain) were presented. Participants were instructed to empathize with the other person. ', 'Following the empathy for pain paradigm, we applied a touch paradigm ( ;  ) including 15 pleasant, 15 unpleasant and 15 neutral stimuli in pseudo-randomized order (see also  ). This paradigm consisted of two separate runs: In the first run (self-directed affective touch), the participant was stimulated to measure behavioral responses and brain activation related to the first-hand experience of affective touch. In the second run (empathy for affective touch) a confederate acting as a second participant was supposedly undergoing affective touch, and participants were instructed to empathize with her feelings. In every single self-directed trial, visual presentation of an object was accompanied by simultaneous stroking of the left palm at 1\xa0Hz for 2\xa0s in proximal-to-distal direction with a material whose touch resembled the touch of the object depicted on the screen. For example, touching the participant’s hand with down feathers was accompanied by the picture of a chick to elicit a pleasant affective touch experience. The stimuli had been selected in extensive pretesting based on maximum agreement among participants in terms of congruency between visual and somatosensory stimulus and emotional responses (see   for paradigm validation test). In one third of the trials (5 per condition), participants were asked to rate the stimulation in that trial on a 9-point scale ranging from very unpleasant (left extreme of the scale) to very pleasant (right extreme) for either themselves or, supposedly, for the other participant (i.e., the confederate). Each single trial consisted of a jittered fixation cross (5000\u2009+\u2009−2000\xa0ms), followed by visuo-tactile stimulation (2000\xa0ms) and a jittered blank screen (1500\u2009+\u2009−1000\xa0ms). In trials with ratings, the rating was presented after the jittered blank screen for 5000\xa0ms and was followed by another jittered blank screen (1500\u2009+\u2009−1000\xa0ms). Other-directed trials were identical apart from the absence of tactile stimulation of the participant, and the instruction that participants should empathize with their feelings. ', 'self-unpleasant: control group\u2009>\u2009placebo group]', 'other-unpleasant: control group\u2009>\u2009placebo group', 'self-pleasant: control group\u2009>\u2009placebo group', 'other-pleasant: control group\u2009>\u2009placebo group']","['painful', 'nonpainful', 'participants', 'another person', 'pleasant', 'unpleasant', 'neutral', 'self-directed affective touch', 'empathy for affective touch']",
8318202,8318202,False,delavega-aliceoverlap,,['fMRI-BOLD'],"['attentive listening', 'word repetition']","['During attentive listening, participants were asked to stay alert, still, and keep their eyes focused on a fixation cross while listening to a sequence of auditory sounds, including words, silence, and noise (single-channel noise vocoded words)', 'During word repetition, participants were asked to do the same as in attentive listening, with the addition of repeating the word they just heard aloud. Participants were instructed to repeat the words following the volume acquisition after each word']","['attentive listening condition', 'repetition condition']","['attentive listening condition greater than noise, young adults', 'attentive listening condition greater than noise, older adults', 'attentive listening condition greater than noise, young > older adults', 'repetition condition greater than noise, young adults', 'repetition condition greater than noise, older adults ', 'repetition condition greater than noise, young > older adults', 'word recognition in the repetition condition greater than listening condition, young adults', 'word recognition in the repetition condition greater than listening condition, older adults']"
8342928,8342928,False,delavega_nv,,['fMRI-BOLD'],['Taylor Aggression Paradigm'],"['To investigate the role of MT in altering neural signatures of retaliatory aggression, we administered a version of the TAP adapted for the fMRI scanner (e.g.,  ;  ). Recent research supports flexible use of the TAP, as it has shown to be psychometrically robust to variations in sampling, laboratory settings, and analytical approaches ( ;  ). Participants were informed that they would play an online computerized game with a participant situated in another lab. Participants were told that they would compete in multiple trials of a reaction time competition, in which the loser of each trial received an aversive noise blast through headphones, at one of four noise levels chosen by the other player. In reality, participants played against a preset computer program designed to produce four volume levels of white noise, with volume settings ranging from 1 (60 dB) to 4 (105 dB), in 22.5 dB intervals. The TAP consisted of 16 trials ( ). Each trial began with a fixation phase, followed by a decision phase, in which participants selected the volume of noise blast that their partner would receive if their partner lost the reaction time trial. Participants then viewed a fixation cross with a jittered duration (0.5/1.0/1.5 s) before the competition phase, during which participants were required to quickly press a button when a red square target was shown on-screen (5 s). Participants then viewed their opponent’s (pre-programmed) volume setting. This time point of notification, when the participant perceived the opponent’s intended noise blast setting, was modeled as the provocation phase (see  ). Finally, in the outcome phase, participants learned whether they won or lost the trial. The “losing” outcome phase, modeled as the punishment phase, subjected participants to a 5 s noise blast delivered by their opponent. Trials were characterized as retaliatory if they followed trials with high provocation (noise levels 3 or 4) and non-retaliatory if they followed trials with low provocation (levels 1 or 2). The 16-trial task contained eight retaliatory and eight non-retaliatory trials that were randomized across participants. Wins and losses were also randomly ordered across participants. Participants practiced the task first outside of the scanner to provide an opportunity for subjective evaluation of each noise level prior to neuroimaging assessment. ']",,"['decision phase > baseline', 'provocation > baseline', 'outcome phase win > baseline', 'outcome phase lose (i.e., punishment) > baseline']"
8421705,8421705,False,delavega_nv,['MetaAnalysis'],,[],,,
8443248,8443248,False,delavega_nv,,['fMRI-BOLD'],['n/a'],"['Participants were explicitly instructed to recreate the feelings of the demonstrators shown in the videos as vividly and intensely as possible. Based on the validation and pilot study, the painful   expressions   for the genuine and pretended conditions were matched. We also counterbalanced the demonstrators appearing in the genuine and pretended conditions across participants, thus controlling for differences in behavioral and brain response that could be explained by differences between the stimulus sets. Note that, all video clips were validated and piloted multiple times to ensure the experimental effect (details can be found in the section above). \n\nThe participant performed the fMRI experiment in two runs ( ). Each run was composed of two blocks showing genuine pain and two blocks showing pretended pain. In each block, the participant watched nine video clips containing both painful and neutral videos. To remind participants’ the condition of the upcoming block, a label of 4 s duration appeared at the beginning of each block, showing either ‘genuine’ or ‘pretended’ (in German). Each trial started with a fixation cross (+) presented for 4–7 s (in steps of 1.5 s, mean = 5.5 s). After that, the video (duration = 2 s) was played. A short jitter was inserted after the video for 0.5–1.0 s (in steps of 0.05 s, mean = 0.75 s). After the jitter, the following three questions were displayed (in German) one after the other in a pseudo-randomized order: (1) How much pain did the person   express   on his/her face? (2) How much pain did the person   actually feel  ? (3) How   unpleasant did you feel   to watch the person in this situation? Beneath each question, a visual analog scale ranging from 0 (not at all) to 8 (unbearable) with nine tick-marks was positioned. The participant moved the marker along the scale by pressing the left or right keys on the button box, and they pressed the middle key to confirm their answer. The marker initially was always located at the midpoint (‘4’) of the scale. When the confirmed key was pressed, the marker turned from black to red. All ratings lasted for 4 s even when the participant pressed the confirmed key before the end of this period. Between the two runs, the participant had a short break (1–2 min). ']","['genuine pain', 'genuine no pain', 'pretended pain', 'pretended no pain']","['main effect of genuine: pain – no pain', 'main effect of pretended: pain – no pain', 'interaction: genuine (pain – no pain) – pretended (pain – no pain)']"
8564184,8564184,False,delavega-aliceoverlap,,['StructuralMRI'],[],,,
8597975,8597975,False,delavega_nv,,['fMRI-BOLD'],['antisaccade'],"['We implemented an event-related design, mixing pro and antisaccades to faces and cars.   represents the time course of the task. Each trial started with a fixation cross displayed for periods ranging from 2000 to 8000\xa0ms (sampled on an exponential distribution,  ), to introduce some jitter between trials onset and thereby improve design efficiency. A visual cue then appeared for 340\xa0ms on the screen. The cue was a central disc (54\u2009×\u200954 pixels, 1° visual angle) whose color (red or green) defined the nature of the saccadic task that should follow. A blank screen lasting 200\xa0ms marked the transition between the visual cue (central disc) and the visual target stimulus (peripheral image) that was presented 10° to the left or 10° to the right of the screen center for 1000\xa0ms. A green cue prompted the participants to look toward the appearing stimulus (prosaccade) and a red cue signaled that participants should look to the opposite side (to the mirror location) of the appearing stimulus (antisaccade). Participants were instructed to execute pro and antisaccades as quickly as possible. The experiment consisted of six 4-min long runs. Each run comprised 20 face and 20 car stimuli (40 trials in total) with 50% pro and 50% antisaccade instructions, randomized to the left and right hemi-field. We determined 6 different schedules (one for each run) using optseq2 (version 2.0, available at   http://surfer.nmr.mgh.harvard.edu/optseq  ), optimizing the order and timing of the 8 conditions (anti- or prosaccades toward faces or cars to the left or right side of the hemi field). The order of the 6 different schedules was counterbalanced across participants. We explained the task to the participants outside the scanner and had them perform a 2-min long practice session inside the scanner before the experiment started to ensure that the instruction was properly understood. Participants took breaks varying from a few seconds up to 2\xa0min between runs, during which we reminded them of the instructions. ']","['prosaccades', 'antisaccade']","['anti\u2009>\u2009pro', 'proFace vs. proCar', 'task-stimulus interaction']"
8764488,8764488,False,delavega_nv,,['fMRI-BOLD'],['Toulouse n‐back Task (TNT)'],"['The Toulouse n‐back Task (TNT) was implemented in MATLAB (MathWorks) using the Psychophysics Toolbox extensions (Brainard,\xa0 ; Kleiner, Brainard, & Pelli,\xa0 ; Pelli & Vision,\xa0 ). The task is described in detail in a previous publication (Mandrick et al.,\xa0 ). The task was developed to combine a classical n‐back task with mental arithmetic. Instead of memorizing and comparing unique items, as in the classical n‐back task, the participants had to memorize and to compare the results of arithmetic operations, computed beforehand. Arithmetic operations were either additions or subtractions. All numbers were multiples of five (e.g., 15\u2009+\u200940, 90–35). The arithmetic operations (trials) were presented for 2.5\xa0s, followed by an interstimulus‐interval of 0.5\xa0s. Volunteers were required to compute the result of the arithmetic operations and compare it with either a fixed number (0‐back) or the result obtained two trials before (2‐back). In the 0‐back condition, the “target” fixed number was “50.” Participants were therefore asked to press a specific button when the result of the operation was 50. In the 2‐back condition, the participants were asked to press the button whenever the result of the arithmetic operation was identical to the one presented two trials ago (“match”), see Figure\xa0 . ']","['0‐back safe,', '2‐back safe', '0‐back threat', '2‐back threat']",
8857499,8857499,False,delavega_nv,,['fMRI-BOLD'],['giving task'],"['adolescents divided either a small or large number of coins (giving magnitude manipulation) between themselves and either a friend or unfamiliar peer (target manipulation) in an audience or anonymous context (peer presence manipulation)', '#### Giving magnitude: giving small and large amounts \n  \nTo assess the neural correlates of giving behavior, we used a modified fMRI version of the Dictator Game previously validated in adults ( ,  ). Participants divided 7 coins between themselves and another person - who could not reject the decision - in either a small or large giving condition. Giving was operationalized as the number of given coins. In the small giving condition, participants could give away 1, 2, or 3 out of 7 coins. In the large giving condition, participants could give away 4, 5, or 6 out of 7 coins. Participants could not give 0 coins, 7 coins, or make an equal split to warrant comparability between the small and large giving condition (see  ).   \n(A) The small and large giving conditions of the task, in which participants could give away 1, 2, or 3 coins, or 4, 5, or 6 coins, respectively (depicted in orange). Participants would keep the remainder of the 7 coins (depicted in yellow) to themselves. The name of the target (which could either be a friend or unfamiliar peer) was displayed at the top of the screen for each trial. (B) In two out of four blocks of the giving task, participants made anonymous giving choices. In the other two blocks, participants were aware that the peer audience depicted on the screen would observe their choices later in time (i.e., the audience condition). Note that the screens indicating whether blocks were audience or anonymous were only displayed at the start of each block, not during trials. Audience and anonymous blocks were presented in counterbalanced order. \n  Fig. 1   \n\n\n#### Familiarity of the target: friend and unfamiliar peer \n  \nThe target of giving was either the participant’s closest friend (same-sex, similar-age) or an unfamiliar peer (same-sex, similar-age, anonymized participant of the same study). For each trial, the name of the target was displayed at the top of the screen (see  ). Participants were instructed that the coins they divided in each trial were worth actual money (i.e., 20 eurocents each) and that the computer would randomly select a few trials of the task to determine the payout of the participant, friend, and unfamiliar other. Accordingly, participants received a payment for themselves (  M   = €.80,   SD   = €.12) and their friend (  M   = €.68,   SD   = €.08), and experimenters transferred the payment to the unfamiliar other (i.e., another participant of the current study;   M   = €.61,   SD   = €.09). \n\n\n#### Peer presence: anonymous and audience giving \n  \nTo assess the effects of peer presence on giving, the task consisted of two blocks in which participants made anonymous choices, and two blocks in which participants’ choices were evaluated by peers later in time (see  ). The order of anonymous and audience blocks was counterbalanced across participants. In a practice session prior to the MRI session, participants viewed a video clip of six peers (three males and three females, aged 9–19) with neutral expressions. To the awareness of participants, these six peers were invited after study completion to observe and evaluate choices of participants. Trials in the anonymous blocks were not shown to anyone, as – beknown to participants - experimenters covered the screen in the control room. ']","['small', 'large', 'friend', 'unfamiliar', 'anonymous', 'audience']",
8927597,8927597,False,delavega_nv,,['fMRI-BOLD'],['n/a'],,"['2Back', 'Classification', 'SWr', 'SWi', 'RP']",
8975992,8975992,False,delavega_nv,,['fMRI-BOLD'],['n/a'],,,"['vse_new\u2009>\u2009vpe_old', 'geo,\u2009groom\u2009>\u2009all non-ge']"
9148994,9148994,True,delavega_nv,,['fMRI-BOLD'],['spatial contextual memory task'],,"['encoding', 'modulating', 'retrieval']",
9189080,9189080,False,delavega_nv,['MetaAnalysis'],,[],,,
9202476,9202476,True,delavega-aliceoverlap,,"['fMRI-BOLD', 'DiffusionMRI']",[],,,
9261172,9261172,False,delavega_nv,,['fMRI-BOLD'],['music listening'],"['The fMRI task consisted of 24 trials altogether. In each trial, participants were first presented with a musical stimulus (lasting 20\xa0s), then they were given the task of rating how familiar they found the music to be (familiarity rating lasted 2\xa0s), and how much they liked the music (liking rating also lasted 2\xa0s). Musical stimuli for the MRI task consisted of 24 different audio excerpts. Each auditory stimulus was from one of the following three categories: participant self-selected music (6/24 stimuli), other-selected (researcher-selected) music including well-known excerpts spanning multiple musical genres  (10/24 stimuli) and novel music spanning multiple genres (8/24 stimuli). A list of the researcher-selected musical selections is given in Supplementary Materials Table  . Stimuli were presented in a randomized order, and participants made ratings of familiarity and liking on the scales of 1 to 4: for familiarity: 1\u2009=\u2009very unfamiliar, 2\u2009=\u2009unfamiliar, 3\u2009=\u2009familiar, 4\u2009=\u2009very familiar; for liking: 1\u2009=\u2009hate, 2\u2009=\u2009neutral, 3\u2009=\u2009like, 4\u2009=\u2009love. Participants made these ratings by pressing a corresponding button on a button-box (Cambridge Research Systems) inside the scanner. Participants wore MR-compatible over-the-ear headphones (Cambridge Research Systems) over musician-grade silicone ear plugs during MRI data acquisition. The spatial mapping between buttons and the numerical categories of ratings were counterbalanced between participants to reduce any systematic association between familiarity or liking and the motor activity resulting from making responses. This fMRI task was completed before and after the MBI. ']","['self-selected', 'other-selected well-known', 'other-selected novel']",
